solar_generation,date (YYYYMMDD),hour (HHMM),variable_1,variable_2,variable_3,variable_4,variable_5
0,20161010,2300,12.2,63,0.07,4.49,42.92
0,20161011,0,10.8,69,0.07,4.68,62.95
0,20161011,100,8.4,84,0.07,5.21,99.38
0,20161011,200,7.3,90,0.07,4.04,7.05
0,20161011,300,8,85,0.07,4.61,12.62
0,20161011,400,8.1,81,0.07,3.89,147.64
0,20161011,500,6.8,89,-99,4.23,47.21
0,20161011,600,5.9,94,0.07,5.49,122.61
101.46,20161011,700,7.4,89,-99,5.69,38.85
340.68,20161011,800,14.6,54,0.07,5.8,32.52
456.07,20161011,900,17.4,45,0.07,5.91,123.46
671.19,20161011,1000,19.8,35,0.07,6.8,14.07
737.61,20161011,1100,21.1,33,0.07,6.41,104.96
762.23,20161011,1200,22,30,0.07,6.22,69.83
730.82,20161011,1300,22.9,28,0.07,6.11,23.91
643.52,20161011,1400,23.4,26,0.07,6.68,89.38
477.37,20161011,1500,23.6,26,0.07,5.93,132.42
279.94,20161011,1600,23.3,25,0.07,5.9,110.61
96.48,20161011,1700,21.7,27,0.07,4.54,19.16
0,20161011,1800,18,35,0.07,4.56,13.57
0,20161011,1900,14.8,44,0.07,4.65,131.13
0,20161011,2000,11,59,0.07,4.91,37.07
0,20161011,2100,9.2,74,0.07,4.27,36.8
0,20161011,2200,8,76,0.07,4.47,3.09
0,20161011,2300,8.2,71,0.07,5,75.79
0,20161012,0,8.1,73,0.07,4.46,79.45
0,20161012,100,7.8,76,0.07,4.45,124.65
0,20161012,200,8.9,70,0.07,4.16,46.82
0,20161012,300,9.9,66,0.07,4.68,49.73
0,20161012,400,10,66,0.07,2.43,125.54
0,20161012,500,9.7,68,0.07,4.56,40.45
0,20161012,600,8.8,73,0.07,5.34,136.98
106.26,20161012,700,9.5,74,0.07,5.75,22.22
305.33,20161012,800,12.9,61,0.07,6.31,82.61
492.96,20161012,900,16.1,50,0.07,6.25,10.24
632.86,20161012,1000,18.5,41,0.07,5.9,99.26
720.12,20161012,1100,20.2,37,0.07,6.6,95.45
747.4,20161012,1200,21.3,34,0.07,6.2,84.46
711.48,20161012,1300,22.4,31,0.07,6.13,65.57
619.23,20161012,1400,23.2,28,0.07,6.25,32.16
468.05,20161012,1500,23.7,28,0.07,5.97,137.54
272.62,20161012,1600,23.2,30,0.07,5.34,26.77
71.48,20161012,1700,21.6,34,0.07,4.09,14.72
0,20161012,1800,18.7,40,0.08,4.3,64.94
0,20161012,1900,16.6,48,0.07,4.5,78.34
0,20161012,2000,13.8,60,0.07,4.4,36.8
0,20161012,2100,11.4,73,0.07,5.09,25.34
0,20161012,2200,10.4,78,0.07,3.82,81.88
0,20161012,2300,9.9,80,0.07,4.98,39.86
0,20161013,0,11.4,70,0.07,4.78,122.04
0,20161013,100,10.5,73,0.07,4.7,16.26
0,20161013,200,12.5,61,0.07,4.51,21.11
0,20161013,300,12.9,57,0.07,4.49,26.23
0,20161013,400,13.7,52,0.07,4.77,133.79
0,20161013,500,13.2,56,0.07,4.88,102.72
0,20161013,600,11.3,68,0.07,5.13,93.41
92.65,20161013,700,12.8,63,0.07,6.21,85.76
256.29,20161013,800,17.6,46,0.07,5.78,12.32
170.92,20161013,900,18.3,43,0.07,5.96,63.98
492.63,20161013,1000,19.4,44,0.07,6.38,17.92
654.64,20161013,1100,21.2,45,0.07,6.79,90.73
651.43,20161013,1200,21.8,52,0.07,6.75,2.74
638.6,20161013,1300,21.7,58,0.07,6.03,14.38
623.01,20161013,1400,22.4,57,0.07,6.5,89.66
443.52,20161013,1500,22.5,56,0.07,5.93,1.92
225.57,20161013,1600,22,59,0.07,5.34,46.86
26.88,20161013,1700,20.4,66,0.07,5.35,44.11
0,20161013,1800,18.1,82,0.07,4.4,29.97
0,20161013,1900,16.4,90,0.07,4.54,101.59
0,20161013,2000,15.8,95,0.07,5.1,54.72
0,20161013,2100,15.7,96,0.07,4.45,92.66
0,20161013,2200,15.4,95,0.07,4.02,29.85
0,20161013,2300,14.7,98,0.07,4.71,11.92
0,20161014,0,14.2,100,0.07,3.34,55.75
0,20161014,100,14,100,-99,5.19,75.12
0,20161014,200,14,100,0.07,4.94,116.91
0,20161014,300,14,100,-99,5.4,29.32
0,20161014,400,13.8,100,0.07,4.73,76.3
0,20161014,500,13.9,100,0.07,3.98,137.67
0,20161014,600,13.5,100,0.07,5.87,3.62
61.25,20161014,700,14.1,93,0.07,6.27,10.03
231.51,20161014,800,16.3,77,0.07,5.88,117
449.53,20161014,900,20.2,59,0.07,6.09,21.36
500.55,20161014,1000,22.6,50,0.07,6.26,148.02
472.97,20161014,1100,24.2,43,0.07,6.27,84.5
341.72,20161014,1200,23.8,44,0.07,5.98,36.17
245.22,20161014,1300,23.4,47,0.07,5.64,142.05
153.31,20161014,1400,22.8,47,0.07,5.52,129.94
121.63,20161014,1500,21.8,59,0.07,5.21,12.86
36.78,20161014,1600,20.4,68,0.07,4.71,109.24
5.71,20161014,1700,19.4,74,0.07,4.22,132.33
0,20161014,1800,17.9,81,0.07,5.05,98.54
0,20161014,1900,17.2,82,0.07,5.29,25.52
0,20161014,2000,16.4,85,0.07,4.49,81.13
0,20161014,2100,16.2,85,0.07,3.02,59.94
0,20161014,2200,15.7,86,0.07,3.73,28.58
0,20161014,2300,14.8,91,0.07,4.93,127.37
0,20161015,0,16.3,82,0.07,4.26,129.77
0,20161015,100,16.4,80,0.07,3.51,56.6
0,20161015,200,16.2,82,0.07,4.04,38.54
0,20161015,300,16.1,82,0.07,4.94,11.67
0,20161015,400,15.5,86,0.07,3.89,8.96
0,20161015,500,15.8,88,0.07,4.45,52.62
0,20161015,600,15.6,90,0.07,5.68,41.49
57.86,20161015,700,15.9,92,0.07,5.83,106.72
114.28,20161015,800,17.3,86,0.07,6.27,99.18
335.61,20161015,900,18.8,79,0.07,6.46,88.03
444.53,20161015,1000,19.6,75,0.07,6.44,36.03
674.8,20161015,1100,21.2,66,0.07,6.11,37.2
705.96,20161015,1200,22.3,59,0.07,6.51,32
662.36,20161015,1300,23.7,52,0.07,5.95,78.29
508.6,20161015,1400,24,47,0.07,6.45,133.89
391.36,20161015,1500,24.2,45,0.07,5.42,136.78
233.04,20161015,1600,23.5,47,0.07,5.82,7.49
68.32,20161015,1700,22.3,49,0.07,3.1,47.8
0,20161015,1800,19.6,55,0.07,5.03,128.37
0,20161015,1900,18.3,60,0.07,4.05,33.24
0,20161015,2000,17.4,66,0.07,5.14,92.74
0,20161015,2100,17.2,73,0.07,5.09,71.7
0,20161015,2200,16.1,81,0.07,5.08,53.27
0,20161015,2300,15.6,85,0.07,5.11,135.55
0,20161016,0,15.8,88,0.07,5.34,149.08
0,20161016,100,15.9,90,0.06,5.03,39.21
0,20161016,200,16.3,91,0.07,4.65,85.11
0,20161016,300,16.7,91,0.07,5.26,17.76
0,20161016,400,16.9,90,0.07,4.06,87.34
0,20161016,500,16.8,90,0.07,2.94,84.01
0,20161016,600,16.4,91,0.07,4.99,99.5
23.93,20161016,700,16.5,90,0.07,5.19,34.3
135.36,20161016,800,17.7,84,0.07,5.95,9.22
264.78,20161016,900,18.6,80,0.07,5.96,113.82
580.44,20161016,1000,20.4,72,0.07,6.05,61.96
595.94,20161016,1100,21.5,66,0.07,6.7,26.12
682.81,20161016,1200,23,61,0.07,5.92,24.32
553.04,20161016,1300,23.7,57,0.07,6.11,5.36
203.99,20161016,1400,23.3,55,0.07,6.31,12.45
302.82,20161016,1500,24.1,51,0.07,5.69,26.52
169.8,20161016,1600,23.7,52,0.07,4.63,100.02
15.5,20161016,1700,22.5,55,0.07,4.24,130.84
0,20161016,1800,20.3,64,0.07,5.25,17.19
0,20161016,1900,17.4,77,0.07,5.15,141.36
0,20161016,2000,16,85,0.07,4.92,61.02
0,20161016,2100,14.6,92,0.07,4.67,67.1
0,20161016,2200,14.8,89,0.07,5.23,123.01
0,20161016,2300,14.5,90,-99,4.59,42.73
0,20161017,0,13.8,93,-99,4.16,50.9
0,20161017,100,13.2,97,0.07,5.01,76.09
0,20161017,200,12.3,100,0.07,3.93,137.68
0,20161017,300,11.7,100,0.07,5.14,144.11
0,20161017,400,12.2,100,0.07,4.95,57.86
0,20161017,500,12.2,100,0.07,4.32,122.57
0,20161017,600,13.9,97,0.07,5.47,80.01
21.86,20161017,700,14.8,93,0.06,5.7,7.72
214.35,20161017,800,17.8,83,0.07,6.6,24.84
381.2,20161017,900,20.8,70,0.07,5.93,26.69
480.29,20161017,1000,22.6,62,0.07,6.59,63.14
514.44,20161017,1100,23.8,56,0.07,5.73,134.01
488.25,20161017,1200,24.4,51,0.07,6.65,36.87
503.28,20161017,1300,25.4,47,0.07,6.05,149.88
394.49,20161017,1400,25.5,46,0.07,6.56,64.47
422.49,20161017,1500,25.9,46,0.07,6.22,91.86
199.42,20161017,1600,25.2,49,0.07,5.1,3.23
61.44,20161017,1700,24.1,51,0.07,4.15,147.08
0,20161017,1800,21.6,63,0.07,4.49,94.09
0,20161017,1900,20.6,67,0.07,5.28,24.65
0,20161017,2000,19.4,71,0.07,5.2,64.01
0,20161017,2100,18.6,74,0.07,3.14,53.97
0,20161017,2200,19.1,71,0.07,4.1,29.87
0,20161017,2300,19,70,0.07,4.69,59.02
0,20161018,0,18.8,71,0.07,5.25,60.77
0,20161018,100,17,78,0.07,4.54,131.42
0,20161018,200,16.3,81,0.07,4.65,35.56
0,20161018,300,15.6,86,0.07,3.76,141.53
0,20161018,400,14.9,89,-99,4.84,73.17
0,20161018,500,16.1,86,0.07,5.32,53.27
0,20161018,600,16.8,83,0.07,5.77,125.28
81.83,20161018,700,17,83,0.07,6.02,137.15
254.41,20161018,800,19.6,76,0.07,6.6,103.27
455.04,20161018,900,22.5,64,0.07,6.03,110.46
579.7,20161018,1000,24.5,57,0.07,5.96,108.95
714.66,20161018,1100,25.9,50,0.07,6.24,74.48
766.13,20161018,1200,26.9,47,0.07,6.75,61.17
655.08,20161018,1300,27.3,45,0.07,5.77,135.95
513.54,20161018,1400,27.5,43,0.07,5.76,100.53
428.61,20161018,1500,27.8,41,0.07,6.06,7.86
241.6,20161018,1600,27.2,42,0.07,5.2,138.6
60.97,20161018,1700,25.9,46,0.07,5.3,83.55
0,20161018,1800,23.3,54,0.07,4.64,88.79
0,20161018,1900,20.3,65,0.07,5.12,34.74
0,20161018,2000,19.4,69,0.07,4.64,12.16
0,20161018,2100,19.6,69,0.07,4.79,102.66
0,20161018,2200,16.8,82,0.07,3.61,11.64
0,20161018,2300,15.5,89,0.06,4.22,48.24
0,20161019,0,14.8,92,0.06,5.43,122.73
0,20161019,100,14.1,96,0.07,4.61,131.75
0,20161019,200,13.7,97,0.06,3.88,41.14
0,20161019,300,13.8,97,0.06,5.22,87.63
0,20161019,400,13.7,98,0.06,4.29,79.5
0,20161019,500,14.1,96,0.06,4.88,26.04
0,20161019,600,14.5,95,0.06,5.28,43.97
61.72,20161019,700,15.5,95,0.06,5.95,118.3
216.5,20161019,800,19.6,81,0.06,6.46,104.53
434.43,20161019,900,23.4,66,0.07,5.91,124.3
544.47,20161019,1000,25.1,60,0.07,6.31,104.15
393.04,20161019,1100,25.9,51,0.07,6.1,8.69
574.24,20161019,1200,27.2,44,0.06,6.17,75.86
597.91,20161019,1300,28.3,39,0.07,6.34,136.78
546.08,20161019,1400,28.5,38,0.07,5.79,111.34
379.6,20161019,1500,28.5,38,0.07,6.02,26.16
243.71,20161019,1600,28.3,38,0.07,5.79,115.17
55.61,20161019,1700,26.8,41,0.06,4.61,41.54
0,20161019,1800,22.6,54,0.06,4.01,39.34
0,20161019,1900,19.8,66,0.07,4.49,11.71
0,20161019,2000,18.7,71,0.07,5.04,34.26
0,20161019,2100,18.1,76,0.07,4.47,148.02
0,20161019,2200,17.9,78,0.06,5.04,64.92
0,20161019,2300,18.4,78,0.07,4.6,149.45
0,20161020,0,18.9,76,0.06,4.28,68.79
0,20161020,100,19,76,0.07,4.21,1.45
0,20161020,200,19.8,76,0.06,4.2,42.75
0,20161020,300,20.2,75,0.07,4.8,147.05
0,20161020,400,20.1,76,0.06,5.38,62.61
0,20161020,500,19.7,79,0.06,4.04,100.54
0,20161020,600,19.7,79,0.06,5.36,9.99
61.68,20161020,700,19.6,80,0.07,5.65,30.21
217.43,20161020,800,21.5,72,0.06,6,142.16
367.51,20161020,900,24.1,60,0.07,6.05,107.23
379.66,20161020,1000,25.1,56,0.06,6.16,50.57
398.02,20161020,1100,25.6,54,0.07,6.56,118.72
374.97,20161020,1200,25.5,57,0.07,5.9,56.99
277.19,20161020,1300,24,64,0.06,6.17,61.76
204.01,20161020,1400,24.2,61,0.06,4.95,98.55
64.19,20161020,1500,24,58,0.07,5.11,47.09
5.46,20161020,1600,22.4,62,0.07,4.45,48.96
0,20161020,1700,20.4,76,0.07,4.14,37.8
0,20161020,1800,19.4,83,0.07,4.87,9.86
0,20161020,1900,18.4,91,0.07,3.52,143.49
0,20161020,2000,17.4,100,0.07,4.8,21.78
0,20161020,2100,17.3,100,0.06,4.71,15.71
0,20161020,2200,16.8,100,0.07,4.33,92.24
0,20161020,2300,15.3,98,0.07,3.9,132.47
0,20161021,0,13.2,98,0.07,5,99.5
0,20161021,100,11.8,98,0.07,5.39,58.63
0,20161021,200,11.1,98,0.07,5.01,57.55
0,20161021,300,10.3,98,0.07,3.98,4.77
0,20161021,400,10.1,96,0.07,4.98,148.86
0,20161021,500,10,96,0.07,4.38,36.05
0,20161021,600,9.8,96,0.07,3.4,129.77
1.12,20161021,700,9.7,93,0.07,4.29,94.25
13.26,20161021,800,9.7,91,0.07,5.38,106.45
83.24,20161021,900,9.8,89,0.07,5.43,84.07
94.35,20161021,1000,9.8,88,0.08,5.63,56.86
299.6,20161021,1100,10.7,82,0.08,5.58,79.97
332,20161021,1200,10.8,77,0.08,5.69,62.86
358.36,20161021,1300,11.2,74,0.08,6.3,10.89
436.92,20161021,1400,11.6,69,0.08,6.47,84.37
368.74,20161021,1500,12.1,61,0.08,5.49,66.29
137.71,20161021,1600,11.2,61,0.08,5.63,1.93
37.04,20161021,1700,10.1,66,0.08,4.38,24.58
0,20161021,1800,8.6,76,0.08,4.74,44.05
0,20161021,1900,8.6,77,0.08,4.56,91.25
0,20161021,2000,9,74,0.08,4.56,74.93
0,20161021,2100,8.6,74,0.08,4.67,149.11
0,20161021,2200,8.4,73,0.08,2.74,101.74
0,20161021,2300,7.4,78,0.08,4.69,125.23
0,20161022,0,6.6,82,0.09,4.99,110.18
0,20161022,100,5.7,83,0.09,4.88,103.57
0,20161022,200,4.8,86,0.09,4.3,72.66
0,20161022,300,4.3,87,0.09,3.51,130.3
0,20161022,400,4,88,0.09,4.55,102.29
0,20161022,500,4.4,90,0.08,3.98,148.7
0,20161022,600,3.8,95,0.08,5.61,97.23
80.75,20161022,700,3.8,98,0.08,5.62,103.14
266.18,20161022,800,5.8,93,0.09,5.98,7.06
411.09,20161022,900,8.1,73,0.08,5.93,130.18
606.7,20161022,1000,9.4,63,0.09,6.22,19.29
607.8,20161022,1100,10,59,0.09,6.72,124.19
706.24,20161022,1200,11.3,52,0.09,5.99,41.75
666.53,20161022,1300,12.2,48,0.09,6.62,29.92
573.67,20161022,1400,12.9,43,0.09,5.67,92.41
425.88,20161022,1500,13.2,39,0.09,6.22,95.43
239.27,20161022,1600,13.1,37,0.09,5.68,68.87
57.55,20161022,1700,11.8,42,0.09,4.01,105.5
0,20161022,1800,8.9,53,0.09,4.59,27.48
0,20161022,1900,5.6,71,0.09,4.71,84.91
0,20161022,2000,4.2,82,0.09,4.82,118.19
0,20161022,2100,3.3,90,0.09,3.57,97.81
0,20161022,2200,2.2,93,0.09,4.71,49.64
0,20161022,2300,1.6,95,0.1,4.53,5.81
0,20161023,0,0.9,97,0.09,5.22,2.24
0,20161023,100,0.9,97,0.09,4.59,36.56
0,20161023,200,0.6,98,0.09,4.42,35.38
0,20161023,300,0.4,98,0.09,4.28,42.99
0,20161023,400,-0.1,98,0.09,3.93,0.79
0,20161023,500,-0.4,98,0.1,4.32,135.06
0,20161023,600,-0.4,98,0.1,5.07,57.79
76.69,20161023,700,0.8,96,0.1,5.72,130.62
250.54,20161023,800,7,75,0.09,6.05,121.93
436.41,20161023,900,11.6,56,0.09,6.74,149.29
576.41,20161023,1000,15.5,49,0.1,6.5,56.65
660.76,20161023,1100,17.2,44,0.1,6.05,130.7
686.01,20161023,1200,18,41,0.1,6.44,146.58
651.36,20161023,1300,19.3,38,0.1,6.16,144.29
557.77,20161023,1400,19.8,38,0.1,6.15,151.08
410.82,20161023,1500,20,39,0.1,6.17,59.54
226.81,20161023,1600,19.7,40,0.1,5.14,102.12
49.72,20161023,1700,18.3,43,0.1,4.48,23.03
0,20161023,1800,15.5,51,0.1,3.99,72.79
0,20161023,1900,13.7,57,0.1,4.63,12.71
0,20161023,2000,12.7,62,0.1,5.08,68.69
0,20161023,2100,11.8,65,0.1,4.47,57.46
0,20161023,2200,11.8,65,0.1,4.13,147.6
0,20161023,2300,12.9,59,0.1,3.93,8.73
0,20161024,0,13.7,56,0.1,4.81,42.7
0,20161024,100,12.5,61,0.1,4.92,103.15
0,20161024,200,13.3,59,0.1,4.6,36.42
0,20161024,300,13.7,57,0.1,4.52,52.58
0,20161024,400,13.4,58,0.1,4.78,76.53
0,20161024,500,12.8,60,0.1,3.88,143.05
0,20161024,600,11.2,66,0.1,5.49,96.26
63.96,20161024,700,10.3,73,0.1,6.33,27.02
248.57,20161024,800,14.2,59,0.1,6.62,70.04
426.95,20161024,900,16.1,55,0.1,6.42,50.93
562.28,20161024,1000,17.7,53,0.1,6.53,81.55
649.51,20161024,1100,19.6,49,0.11,6.61,101.64
679.61,20161024,1200,21.2,47,0.1,6.77,149.47
628.63,20161024,1300,21.9,41,0.1,5.79,129.51
555.22,20161024,1400,21.8,39,0.1,6,50.07
405.3,20161024,1500,22,38,0.11,5.43,31.02
221.72,20161024,1600,21.3,34,0.11,5.48,92.36
45.37,20161024,1700,18.6,43,0.11,4.96,147.44
0,20161024,1800,15.3,53,0.1,3.87,16.23
0,20161024,1900,13.7,57,0.1,5.08,128.15
0,20161024,2000,12.3,61,0.11,4.51,47.05
0,20161024,2100,11.8,63,0.1,3.94,65.25
0,20161024,2200,11.5,66,0.11,4.56,99.61
0,20161024,2300,10.6,70,0.1,4.23,114.18
0,20161025,0,9.9,72,0.11,3.97,64.53
0,20161025,100,8.8,76,0.1,3.63,132.57
0,20161025,200,8,80,0.11,4.6,121.83
0,20161025,300,7.3,82,0.1,4.5,117.92
0,20161025,400,5.5,91,0.11,4.42,14.17
0,20161025,500,5.7,90,0.11,4.32,57.09
0,20161025,600,5.6,89,0.1,5.35,31.77
70.63,20161025,700,5,94,0.11,5.52,58.44
253,20161025,800,9.8,77,0.1,6.61,72.9
432.36,20161025,900,13.3,61,0.1,6.17,100.15
572.66,20161025,1000,16.5,46,0.1,6.52,14.75
656.81,20161025,1100,18.7,34,0.11,6.08,97.82
656.14,20161025,1200,20.1,30,0.1,6.09,18.25
639.25,20161025,1300,21.5,27,0.11,6.01,151.1
521.03,20161025,1400,22.4,23,0.1,5.79,24.25
220.23,20161025,1500,22.1,22,0.11,5.18,97
120.85,20161025,1600,21.2,26,0.11,5.22,145.26
23.16,20161025,1700,18.3,35,0.1,3.83,61.44
0,20161025,1800,17,36,0.1,4.59,47.99
0,20161025,1900,15.6,41,0.1,4.47,95.27
0,20161025,2000,11.5,59,0.1,5.32,108.69
0,20161025,2100,9.5,65,0.1,4.51,75.76
0,20161025,2200,7.9,76,0.11,2.86,59.86
0,20161025,2300,7.1,82,0.11,4.66,34.36
0,20161026,0,6.9,82,0.11,4.91,20.37
0,20161026,100,6.6,85,0.1,3.54,22.44
0,20161026,200,6.1,87,0.1,3.92,3.26
0,20161026,300,7.5,78,0.11,5.08,148.66
0,20161026,400,9.7,66,0.11,3.06,92.61
0,20161026,500,11.3,60,0.1,2.73,30.72
0,20161026,600,11.9,61,0.11,4.84,86.42
46.51,20161026,700,12.8,63,0.1,5.77,7.65
239.75,20161026,800,14.9,63,0.1,6.17,76.31
418.76,20161026,900,17,64,0.1,6.63,96.72
549.19,20161026,1000,19,56,0.11,5.86,28.69
628.31,20161026,1100,20.8,48,0.11,6.28,116.65
650.24,20161026,1200,22.4,42,0.11,6.49,117.55
605.34,20161026,1300,23.7,38,0.11,5.93,88.82
496.92,20161026,1400,24.2,34,0.11,6,19.74
315.72,20161026,1500,23.9,34,0.11,5.14,87.04
112.58,20161026,1600,22.2,42,0.11,5.2,90.19
13.04,20161026,1700,20.3,55,0.11,4.6,4.32
0,20161026,1800,19.3,60,0.1,5.12,34.68
0,20161026,1900,18.6,62,0.11,4.71,57.43
0,20161026,2000,17.7,64,0.1,4.58,11.12
0,20161026,2100,17.4,67,0.1,4.39,3.56
0,20161026,2200,17.4,66,0.11,4.74,22.96
0,20161026,2300,17.4,67,0.11,4.52,144.11
0,20161027,0,17.3,68,0.1,5.04,119.92
0,20161027,100,16.9,72,0.11,4.96,45.56
0,20161027,200,16.8,73,0.1,4.78,111.64
0,20161027,300,17,74,0.11,3.87,84.79
0,20161027,400,17,74,0.11,4.81,102.77
0,20161027,500,16.3,77,0.1,4.43,92.88
0,20161027,600,15.4,82,0.11,5.26,52.89
7.47,20161027,700,14.9,88,0.11,5.25,91.97
26.74,20161027,800,15.1,92,0.11,5.26,40.32
131.85,20161027,900,16.7,85,0.11,6.5,55.01
463.87,20161027,1000,18.8,69,0.11,5.91,104
457.61,20161027,1100,20.1,55,0.11,6.6,108.76
647.1,20161027,1200,21.7,50,0.1,5.91,150.02
507.75,20161027,1300,22.1,50,0.11,6.54,15.77
342.17,20161027,1400,22.5,47,0.11,6.08,145.25
251.58,20161027,1500,22.8,46,0.11,5.23,75.52
114.39,20161027,1600,22.2,48,0.11,4.05,21.39
