solar_generation,date (YYYYMMDD),hour (HHMM),variable_1,variable_2,variable_3,variable_4,variable_5
0,20130122,500,-8.8,57,0.44,4.62,74.93
0,20130122,600,-9.4,60,0.44,3.99,148.8
0,20130122,700,-9.8,57,0.44,5.37,6.24
87.4,20130122,800,-9.7,54,0.44,5.86,85.33
202.89,20130122,900,-8.8,46,0.44,6.44,24.07
402.13,20130122,1000,-7.7,37,0.44,6.66,17.99
512.33,20130122,1100,-6.3,37,0.44,6.02,34.52
566.65,20130122,1200,-5,33,0.44,6.25,145.45
555.8,20130122,1300,-3.8,30,0.44,6.07,3.85
429.46,20130122,1400,-3.3,28,0.44,6.25,79.65
293.38,20130122,1500,-3.6,30,0.43,5.73,58.91
138.24,20130122,1600,-3.9,31,0.44,5.38,86.81
16.67,20130122,1700,-4.4,31,0.44,4.88,136.6
0,20130122,1800,-5.3,33,0.44,4.98,138.61
0,20130122,1900,-5.2,32,0.43,4.52,146.51
0,20130122,2000,-5.4,33,0.44,4.98,81.99
0,20130122,2100,-5.4,33,0.44,4.34,137.25
0,20130122,2200,-5.4,32,0.44,4.61,129.38
0,20130122,2300,-5.4,34,0.44,4.31,69.77
0,20130123,0,-5.4,37,0.44,4.9,117.72
0,20130123,100,-5.4,40,0.44,4.8,57.73
0,20130123,200,-6.1,46,0.43,4.66,135.97
0,20130123,300,-6.4,49,0.43,4.58,81.63
0,20130123,400,-7.6,62,0.43,5.08,127.73
0,20130123,500,-8.3,72,0.43,5.13,72.09
0,20130123,600,-7.5,73,0.43,4.12,86.4
0,20130123,700,-8.4,73,0.43,5.71,60.38
74.01,20130123,800,-7.4,75,0.43,6.24,136.24
235.81,20130123,900,-4.3,50,0.43,6.56,111.13
395.7,20130123,1000,-2,46,0.43,5.77,127.72
507.92,20130123,1100,0.6,44,0.43,6.12,94.15
562.89,20130123,1200,2.6,43,0.43,6.38,66.09
553.49,20130123,1300,3.7,44,0.43,5.99,58.86
485.17,20130123,1400,4.8,44,0.43,5.82,148.7
360.32,20130123,1500,5.6,44,0.43,5.77,42.58
196.26,20130123,1600,5.8,45,0.43,5.16,56.79
45.53,20130123,1700,5.2,48,0.43,4.66,39.86
0,20130123,1800,3.6,53,0.43,4.05,136.54
0,20130123,1900,2.5,58,0.43,4.61,106.5
0,20130123,2000,1.5,63,0.43,4.74,42.25
0,20130123,2100,0.9,68,0.43,4.7,141.61
0,20130123,2200,3.5,67,0.43,3.57,30.01
0,20130123,2300,4.5,65,0.44,4.6,148.95
0,20130124,0,4.2,68,0.43,4.66,33.8
0,20130124,100,4,69,0.44,4.91,19.18
0,20130124,200,2.7,69,0.44,4.39,126.3
0,20130124,300,1,70,0.43,4.14,25.76
0,20130124,400,-0.8,69,0.43,5.07,87.24
0,20130124,500,-1.7,63,0.43,5.18,118.99
0,20130124,600,-2.7,68,0.43,4.67,100.14
0,20130124,700,-3.6,69,0.44,5.75,79.95
70.18,20130124,800,-4.1,71,0.43,5.6,85.27
207.8,20130124,900,-3.9,66,0.43,6.21,55.23
356.02,20130124,1000,-4.3,61,0.43,6.55,78.57
480.58,20130124,1100,-3.6,49,0.43,6.3,17.46
511.23,20130124,1200,-3.1,42,0.43,6.54,85.82
516.7,20130124,1300,-2.4,35,0.43,6.47,135.91
461.87,20130124,1400,-1.7,32,0.43,6.5,83.37
362.68,20130124,1500,-1.6,31,0.43,5.89,126.68
199.88,20130124,1600,-1.6,33,0.43,5.46,52.23
38.62,20130124,1700,-2.3,31,0.43,4.58,47.45
0,20130124,1800,-3.4,35,0.43,4.44,83.58
0,20130124,1900,-4.1,35,0.43,4.39,79.93
0,20130124,2000,-4.7,36,0.43,3.38,84.59
0,20130124,2100,-5.4,37,0.43,4.65,125.56
0,20130124,2200,-5.8,40,0.43,4.42,81.2
0,20130124,2300,-5.7,42,0.43,4.09,27.1
0,20130125,0,-4.2,41,0.43,3.91,98.04
0,20130125,100,-2.9,39,0.43,4.49,102.22
0,20130125,200,-1.7,37,0.43,4.77,45.08
0,20130125,300,-0.4,38,0.43,3.46,61.55
0,20130125,400,-1.1,60,0.43,5.18,25.89
0,20130125,500,-1.4,72,0.43,5.17,74.64
0,20130125,600,-1,74,0.43,4.75,115.45
0,20130125,700,-1.1,80,0.43,4.66,141.5
0,20130125,800,-1.3,82,0.43,5.19,115.07
4.18,20130125,900,-1,83,0.43,5.46,9.3
7.04,20130125,1000,-0.6,86,0.45,5.19,1.87
16.44,20130125,1100,-0.3,92,0.47,5.5,116.05
58.22,20130125,1200,0.1,94,0.5,5.66,108.97
139.88,20130125,1300,0.3,97,0.5,4.91,39.58
33.07,20130125,1400,0.4,97,0.5,5.05,142.79
25.17,20130125,1500,0.5,98,0.5,4.83,104.31
15.45,20130125,1600,1.1,98,0.5,4.53,139.23
1.86,20130125,1700,1.8,98,0.5,4.94,26.84
0,20130125,1800,1.6,98,0.5,4.97,110.47
0,20130125,1900,1.3,98,0.5,3.97,128.73
0,20130125,2000,1,98,0.5,4.93,57.15
0,20130125,2100,0.5,98,0.5,5.08,65.4
0,20130125,2200,0,98,0.5,4.54,121.17
0,20130125,2300,-0.5,98,0.5,4.67,115.79
0,20130126,0,-0.8,98,0.5,4.51,71.98
0,20130126,100,-1,97,0.5,4.3,28.73
0,20130126,200,-1.3,94,0.5,4.53,74.95
0,20130126,300,-2,93,0.47,5.31,124.47
0,20130126,400,-3,95,0.47,5.17,12.13
0,20130126,500,-3.4,96,0.47,5.08,89.08
0,20130126,600,-3.8,96,0.47,4.62,32.98
0,20130126,700,-3.6,95,0.47,5.6,64.91
36.71,20130126,800,-3.3,95,0.46,6.14,139.31
159.11,20130126,900,-1.8,94,0.47,5.65,85.36
380.64,20130126,1000,-0.1,88,0.46,6.23,121.77
481.39,20130126,1100,2,77,0.47,6.17,15.1
559.57,20130126,1200,3.4,63,0.46,6.11,14.11
576.39,20130126,1300,4.6,53,0.47,5.83,34.08
511.87,20130126,1400,5.6,47,0.46,6.33,11.45
338.78,20130126,1500,5.4,52,0.46,5.93,16.93
237.05,20130126,1600,5.1,54,0.46,5.02,81.25
63.04,20130126,1700,3.9,58,0.46,4.99,47.8
0,20130126,1800,1.4,73,0.46,5.08,107.27
0,20130126,1900,0.7,76,0.46,5.21,148.85
0,20130126,2000,-1.4,85,0.46,4.25,62.6
0,20130126,2100,-1.3,86,0.46,4.42,75.53
0,20130126,2200,-1.9,90,0.46,4.85,116.09
0,20130126,2300,-2.7,92,0.46,5.03,80.23
0,20130127,0,-3.3,94,0.46,3.95,28.76
0,20130127,100,-3.7,94,0.46,5.05,61.33
0,20130127,200,-3.8,94,0.46,4.96,106.84
0,20130127,300,-4.2,95,0.46,5.19,105.32
0,20130127,400,-4.4,96,0.46,4.83,121.65
0,20130127,500,-5.1,95,0.46,3.82,90.2
0,20130127,600,-4.9,94,0.46,5.27,8.89
0,20130127,700,-4.1,93,0.46,5.41,70.4
66.91,20130127,800,-1.9,91,0.46,5.31,90.88
106.5,20130127,900,-0.1,87,0.46,5.47,138.23
230.02,20130127,1000,2.1,81,0.46,6.55,63.62
373.85,20130127,1100,5.7,64,0.46,6.4,91.2
309.78,20130127,1200,7.2,56,0.46,5.86,61.76
232.17,20130127,1300,8.3,52,0.46,5.73,68.15
173.07,20130127,1400,8.1,53,0.45,5.51,133.03
97.18,20130127,1500,7.8,53,0.46,4.88,92.49
34.21,20130127,1600,7,59,0.45,4.93,87.86
6.96,20130127,1700,6.8,61,0.45,4.11,46.71
0,20130127,1800,6.8,62,0.45,4.48,119.77
0,20130127,1900,6.4,68,0.45,4.34,111.68
0,20130127,2000,5.8,75,0.45,5.42,109.23
0,20130127,2100,5.9,75,0.45,3.77,26.47
0,20130127,2200,5.7,73,0.45,4.71,121.45
0,20130127,2300,6.3,66,0.45,5.31,72.59
0,20130128,0,6.3,63,0.45,4.53,122.5
0,20130128,100,6.1,61,0.45,4.31,87.96
0,20130128,200,5.7,60,0.45,4.76,83.56
0,20130128,300,5.8,60,0.45,4.02,21.53
0,20130128,400,5.9,62,0.45,4.87,31.73
0,20130128,500,5.7,65,0.45,5.35,106.83
0,20130128,600,5.6,69,0.45,4.87,88.52
0,20130128,700,5.2,73,0.45,5.08,62.14
37.53,20130128,800,5.9,78,0.45,6.12,33.95
133.51,20130128,900,7.7,81,0.45,6,49.47
232.62,20130128,1000,9,81,0.45,5.36,7.84
124.87,20130128,1100,9.3,82,0.45,5.98,116.02
172.72,20130128,1200,9.8,83,0.45,5.56,129.23
161.6,20130128,1300,10.6,83,0.45,5.95,40.74
172.57,20130128,1400,11.6,80,0.45,5.1,128.54
88.41,20130128,1500,12,79,0.45,5.6,138.45
30.44,20130128,1600,11.5,81,0.45,4.48,70.54
3.03,20130128,1700,11.1,84,0.45,3.62,12.69
0,20130128,1800,10.4,84,0.45,5.23,119.72
0,20130128,1900,10.1,84,0.45,5.08,47.98
0,20130128,2000,10,85,0.45,5.07,88.84
0,20130128,2100,9.9,86,0.45,4.33,74.54
0,20130128,2200,10,86,0.45,4.24,138.8
0,20130128,2300,10,86,0.45,4.65,104.54
0,20130129,0,9.9,86,0.45,4.85,29.7
0,20130129,100,10.2,86,0.45,4.94,0.58
0,20130129,200,10.1,87,0.45,4.88,124.33
0,20130129,300,9.9,88,0.45,4.82,51.99
0,20130129,400,10,90,0.45,4.94,13.9
0,20130129,500,10.2,90,0.45,4.35,120.49
0,20130129,600,10.7,93,0.45,4.41,53.73
0,20130129,700,11.5,95,0.45,5.09,62.65
18.25,20130129,800,11.8,93,0.45,4.99,140.14
35.69,20130129,900,12.5,92,0.45,5.03,51.19
80.12,20130129,1000,13.2,91,0.45,5.66,107.54
157.93,20130129,1100,14.6,87,0.45,5.95,66.81
164.28,20130129,1200,15.2,86,0.45,5.72,25.58
116.77,20130129,1300,15.7,84,0.45,4.93,125.02
51.26,20130129,1400,-9999,-9999,-99,5.46,18.13
45.34,20130129,1500,14.1,91,0.45,5.16,53.01
20.36,20130129,1600,13.9,93,0.45,4.02,149.39
1.64,20130129,1700,14.6,91,0.45,3.99,18.65
0,20130129,1800,15.2,86,0.45,4.49,119.42
0,20130129,1900,15.8,83,0.45,4.72,97.66
0,20130129,2000,16.5,80,0.45,5.12,64.17
0,20130129,2100,16.6,81,0.45,4.46,16.49
0,20130129,2200,16.7,81,0.45,4.95,119.1
0,20130129,2300,16.6,82,0.45,3.71,9.85
0,20130130,0,17.2,80,0.45,4.31,80.31
0,20130130,100,17.1,82,0.45,4.62,80.53
0,20130130,200,17.2,82,0.45,4.61,27.11
0,20130130,300,17,83,0.46,4.47,102.56
0,20130130,400,16.7,84,0.46,4.31,144.93
0,20130130,500,17.1,84,0.45,5.13,40.5
0,20130130,600,17,85,0.46,4.18,103.13
0,20130130,700,12.1,93,0.51,4.45,116.85
0,20130130,800,11.6,95,0.51,5.22,106.92
2.28,20130130,900,11.3,96,0.51,4,132.65
1.72,20130130,1000,11.1,96,0.51,4.04,25.24
6.57,20130130,1100,11.1,96,0.51,5.43,136.76
4.44,20130130,1200,11.3,95,0.51,5.39,143.96
18.24,20130130,1300,10,90,0.51,4.92,26.95
18.14,20130130,1400,8.8,88,0.51,5.32,123.63
21.41,20130130,1500,8,90,0.51,4.94,95.14
15.22,20130130,1600,7.7,90,0.52,4.09,6.86
1.06,20130130,1700,7.7,91,0.52,4.69,35.25
0,20130130,1800,7.7,91,0.52,4.69,33.53
0,20130130,1900,6.9,91,0.52,4.82,110.52
0,20130130,2000,4.8,87,0.52,4.69,114.83
0,20130130,2100,3.4,81,0.52,5.1,70.19
0,20130130,2200,2,83,0.52,4.77,128.1
0,20130130,2300,0.6,79,0.52,4.17,142.61
0,20130131,0,-0.5,75,0.52,4.95,76
0,20130131,100,-1.1,70,0.52,4.44,31.95
0,20130131,200,-1.5,74,0.52,4.45,143.76
0,20130131,300,-1.7,71,0.52,4.67,94.9
0,20130131,400,-1.8,69,0.52,3.97,125.25
0,20130131,500,-2,68,0.52,5.05,115.35
0,20130131,600,-2.2,71,0.52,3.96,77.81
0,20130131,700,-2.4,69,0.52,4.58,100.65
6.13,20130131,800,-2.4,69,0.52,4.67,33.61
38.84,20130131,900,-2.5,73,0.52,5.61,24.81
143.16,20130131,1000,-1.9,72,0.52,6.39,52.57
309.18,20130131,1100,-1.2,68,0.49,5.66,68.38
387.95,20130131,1200,-0.6,67,0.49,6.29,39.69
583.62,20130131,1300,0.9,60,0.49,6.56,43.14
457.24,20130131,1400,1.7,56,0.49,6.54,82.74
391.91,20130131,1500,2.6,52,0.49,5.72,68.6
215.41,20130131,1600,2.6,53,0.49,5.52,20.89
62.8,20130131,1700,2.1,55,0.49,5.27,136.13
0,20130131,1800,1.5,59,0.49,5,58.48
0,20130131,1900,1.6,60,0.49,4.4,74.92
0,20130131,2000,1.6,60,0.49,4.06,98.89
0,20130131,2100,1.6,62,0.49,3.75,142.79
0,20130131,2200,2.1,62,0.49,4.15,146.64
0,20130131,2300,3.1,62,0.49,4.3,36.62
0,20130201,0,0,91,0.49,5.36,16.29
0,20130201,100,-2.2,91,0.49,5.15,132.55
0,20130201,200,-4,84,0.48,5.31,47.5
0,20130201,300,-5.9,76,0.48,4.7,100.87
0,20130201,400,-8.1,73,0.49,3.34,97.11
0,20130201,500,-10.1,70,0.48,5.29,77.16
0,20130201,600,-10.3,75,0.48,4.45,133.67
0,20130201,700,-10.1,77,0.48,5.5,144.57
59.8,20130201,800,-10.1,77,0.48,5.71,84.43
213.33,20130201,900,-9.7,77,0.48,6.49,77.55
366.19,20130201,1000,-9.3,70,0.48,5.82,101.09
528.46,20130201,1100,-8.5,66,0.48,5.9,79.67
544.38,20130201,1200,-8,67,0.48,6.2,108.68
629.64,20130201,1300,-7.2,64,0.48,6.28,68.87
548.82,20130201,1400,-6.1,60,0.49,5.75,136.25
415.77,20130201,1500,-5.3,60,0.49,6.11,61.41
246.99,20130201,1600,-5.1,60,0.49,5.4,31
74.64,20130201,1700,-5.5,61,0.49,4.19,124.74
0,20130201,1800,-6.6,64,0.48,4.32,96.56
0,20130201,1900,-7.4,70,0.48,3.86,108.43
0,20130201,2000,-8.1,78,0.48,4.56,85.22
0,20130201,2100,-8.3,81,0.48,4.55,46.87
0,20130201,2200,-8.6,85,0.48,4.22,30.72
0,20130201,2300,-7.5,79,0.48,4.34,66.7
0,20130202,0,-7.1,78,0.49,4.63,105.35
0,20130202,100,-7,78,0.48,5.17,140.69
0,20130202,200,-7.5,80,0.49,4.95,46.32
0,20130202,300,-8,83,0.48,5.4,2.15
0,20130202,400,-8.1,81,0.48,5.09,95.3
0,20130202,500,-7.8,76,0.48,4.65,108.96
0,20130202,600,-7.5,76,0.48,4.78,144.97
0,20130202,700,-6.6,75,0.48,4.92,88.69
9.79,20130202,800,-5.4,69,0.48,5.29,100.93
57.81,20130202,900,-5.5,89,0.48,5.27,3.35
101.62,20130202,1000,-4.5,90,0.48,5.65,100.85
192.38,20130202,1100,-3.4,89,0.48,5.82,69.32
303.01,20130202,1200,-2.3,87,0.48,5.79,9.73
310.59,20130202,1300,-1,84,0.48,5.99,149.2
362.95,20130202,1400,0.3,80,0.48,6.29,3
256.26,20130202,1500,1.8,71,0.48,5.04,29.96
78.36,20130202,1600,0.6,86,0.48,5.29,52.33
24.65,20130202,1700,0.4,91,0.48,4.21,121.24
0,20130202,1800,0.3,91,0.48,4.61,75.61
0,20130202,1900,0.2,92,0.48,5.08,134.24
0,20130202,2000,0.3,91,0.48,4.91,116.73
0,20130202,2100,0.6,88,0.48,4.86,33.9
0,20130202,2200,-0.4,87,0.48,5.21,92.2
0,20130202,2300,-0.7,87,0.48,5.14,29.81
0,20130203,0,-0.8,88,0.48,5.04,144.96
0,20130203,100,-0.6,85,0.48,4.44,63.26
0,20130203,200,-0.3,81,0.48,4.87,124.63
0,20130203,300,0.2,77,0.48,5.06,107.79
0,20130203,400,0.2,78,0.48,4.63,48.79
0,20130203,500,0.1,82,0.48,4.92,63.6
0,20130203,600,-0.4,92,0.48,3.66,100.37
0,20130203,700,-0.3,94,0.48,5.56,2.6
52.61,20130203,800,0,94,0.48,5.26,22.06
100.4,20130203,900,0.8,88,0.48,5.58,120.99
273.42,20130203,1000,1,85,0.48,6.34,88.19
376.67,20130203,1100,1.7,80,0.48,6.1,34.17
377.13,20130203,1200,2.4,70,0.49,5.82,82.23
404.52,20130203,1300,3.1,64,0.49,6.25,64.32
308.9,20130203,1400,2.8,62,0.49,5.36,9.01
152.98,20130203,1500,1.8,64,0.49,5.46,133.44
101.4,20130203,1600,1.1,66,0.49,4.61,13.79
19.65,20130203,1700,0,72,0.49,4.49,44.45
0,20130203,1800,-0.7,73,0.49,3.93,56.46
0,20130203,1900,-1.5,75,0.49,5.31,121.99
0,20130203,2000,-2.4,78,0.49,4.67,43.5
0,20130203,2100,-3.4,83,0.49,4.95,126.1
0,20130203,2200,-4.4,88,0.49,4.76,26.74
0,20130203,2300,-4.9,92,0.49,4.31,64.52
0,20130204,0,-5.5,93,0.49,5.18,96.91
0,20130204,100,-6.3,93,0.49,5.17,43.69
0,20130204,200,-6.6,93,0.49,3.21,83.97
0,20130204,300,-6.5,92,0.49,5.02,40.61
0,20130204,400,-6,92,0.49,5.02,37.88
0,20130204,500,-5.6,92,0.49,4.19,93.2
0,20130204,600,-6.2,92,0.49,5.16,40.81
0,20130204,700,-5.5,92,0.49,5.05,114.2
38.81,20130204,800,-4.5,91,0.49,5.52,89.45
139.5,20130204,900,-2.3,85,0.49,5.78,9.44
252.24,20130204,1000,0.1,76,0.49,5.63,103.4
304.79,20130204,1100,3,60,0.49,6.44,129.12
416.22,20130204,1200,5.7,49,0.49,6.24,70.16
361.02,20130204,1300,7.8,44,0.49,6.19,21.84
341.31,20130204,1400,8.4,43,0.49,6.34,111.55
319.95,20130204,1500,9.3,42,0.49,6.23,105.37
201.44,20130204,1600,8.8,44,0.49,5.45,30.62
27.55,20130204,1700,7.2,45,0.49,3.54,84
0,20130204,1800,6.1,47,0.49,4.85,108.14
0,20130204,1900,5.4,50,0.49,5.25,85.51
0,20130204,2000,5.5,49,0.48,4.35,54.59
0,20130204,2100,5.7,48,0.49,5.12,20.15
0,20130204,2200,5.7,46,0.48,4.43,123.51
0,20130204,2300,5.4,47,0.48,5.06,147.32
0,20130205,0,5.1,51,0.48,4.85,19.62
0,20130205,100,4.6,56,0.48,3.86,61.52
0,20130205,200,4.5,58,0.48,5.24,2.42
0,20130205,300,4.5,59,0.48,4.31,103.07
0,20130205,400,5.2,66,0.48,5.1,62.4
0,20130205,500,5,73,0.48,3.93,97.4
0,20130205,600,4.5,84,0.48,3.03,23.62
0,20130205,700,3.8,94,0.48,5.13,131.67
14.81,20130205,800,4,95,0.48,5.01,79.63
85.29,20130205,900,4.6,94,0.48,5.37,32.35
138.54,20130205,1000,5.4,89,0.48,6.38,111.71
240.98,20130205,1100,6.5,80,0.48,6.46,115.62
532.51,20130205,1200,7.9,73,0.48,6.12,15.68
609.17,20130205,1300,9.2,65,0.48,6.47,80.25
518.16,20130205,1400,9.9,57,0.48,6.32,51.05
411.56,20130205,1500,10.9,53,0.47,5.94,148.32
250.09,20130205,1600,11.2,53,0.47,5.1,48.26
77.76,20130205,1700,10.5,56,0.47,4.67,83.68
0,20130205,1800,8.8,62,0.47,4.69,104.55
0,20130205,1900,5.7,75,0.47,4.2,102.76
0,20130205,2000,3.3,86,0.47,4.51,5.02
0,20130205,2100,2.3,89,0.47,4.91,147.29
0,20130205,2200,1.6,91,0.47,4.24,72.07
0,20130205,2300,0.9,92,0.47,4.65,84.33
0,20130206,0,0.1,93,0.47,3.63,1.85
0,20130206,100,0.4,88,0.47,4.26,99.87
0,20130206,200,-0.2,90,0.47,4.13,31.56
0,20130206,300,-1.6,90,0.47,4.61,117.16
0,20130206,400,-1.9,93,0.47,4.47,103.72
0,20130206,500,-2,91,0.47,5.42,56.83
0,20130206,600,-2.6,93,0.47,4.22,30.55
4.55,20130206,700,-2.9,93,0.46,5.45,18.88
131.33,20130206,800,-1.4,93,0.47,5.89,25.97
299.69,20130206,900,4.1,78,0.47,6.65,93.09
455.01,20130206,1000,7.2,64,0.47,5.89,27.62
572.53,20130206,1100,9.6,52,0.47,6.19,136.82
630.91,20130206,1200,11,43,0.46,6.51,95.54
626.98,20130206,1300,12,37,0.46,5.98,123.71
558.75,20130206,1400,12.4,36,0.46,6.55,3.52
432.83,20130206,1500,12.5,33,0.46,6.37,69.67
232.23,20130206,1600,12.2,32,0.46,5.58,92.49
61.5,20130206,1700,11.1,35,0.46,4.54,123.71
0,20130206,1800,8,44,0.46,4.39,11.22
0,20130206,1900,5.7,56,0.46,5.11,32.73
0,20130206,2000,4.2,64,0.46,4.54,2.6
0,20130206,2100,2.9,69,0.46,4.86,120.16
0,20130206,2200,2.7,71,0.46,4.25,67.89
0,20130206,2300,2.9,69,0.46,5.43,135.92
0,20130207,0,2.7,74,0.46,4.66,115.01
0,20130207,100,6,47,0.46,4.86,35.53
0,20130207,200,5.6,60,0.46,4.59,70.88
0,20130207,300,4.5,69,0.46,4.26,85.76
0,20130207,400,4,75,0.46,4.96,65.33
0,20130207,500,3.8,78,0.46,5.21,128.82
0,20130207,600,4.9,65,0.46,4.45,19.5
0,20130207,700,5.8,57,0.46,4.68,39.92
12.03,20130207,800,6.9,52,0.46,5.46,128.1
40.82,20130207,900,7.3,52,0.46,5.79,34.27
111.32,20130207,1000,8.2,51,0.46,6.2,141.84
134.26,20130207,1100,9.5,49,0.46,5.97,106.34
122.17,20130207,1200,10,47,0.46,5.79,98.44
169.16,20130207,1300,10.4,46,0.46,6.09,117.29
220.58,20130207,1400,11.7,52,0.46,5.69,16.99
123.6,20130207,1500,11,65,0.46,4.78,59.73
32.13,20130207,1600,9.7,74,0.45,4.87,25
7.27,20130207,1700,8.5,84,0.46,4.94,25.7
0,20130207,1800,7.8,91,0.46,4.09,108.64
0,20130207,1900,7.1,93,0.44,3.21,52.56
0,20130207,2000,6.7,94,0.46,5.06,34.08
0,20130207,2100,6.7,94,0.46,4.25,75.07
0,20130207,2200,6.7,90,0.46,4.89,146.31
0,20130207,2300,5.9,93,0.46,4.48,124.82
0,20130208,0,6,93,0.46,4.15,85.32
0,20130208,100,6,93,0.46,4.66,97.16
0,20130208,200,6.2,92,0.46,4.74,106.01
0,20130208,300,5.5,95,0.46,4.57,80.62
0,20130208,400,6.4,96,0.46,5.07,107.2
0,20130208,500,6.8,96,0.46,4.95,7.39
0,20130208,600,7,96,0.46,5.05,20.73
0,20130208,700,7.1,96,0.47,4.61,37.62
4.04,20130208,800,7.3,95,0.47,4.89,40.2
39.26,20130208,900,6.7,92,0.47,5.77,104.54
145.63,20130208,1000,5.8,90,0.47,5.6,109.14
300.26,20130208,1100,6,84,0.47,5.85,93.58
337.19,20130208,1200,5,79,0.47,5.51,103.43
191.23,20130208,1300,3.8,82,0.47,5.22,14.03
118.18,20130208,1400,2.7,85,0.47,5.42,17.24
101.08,20130208,1500,2.4,82,0.47,4.69,32.9
29.78,20130208,1600,1.8,85,0.46,5.3,4.66
11.45,20130208,1700,1.7,81,0.47,4.45,33.32
0,20130208,1800,1.3,83,0.46,4.04,50.51
0,20130208,1900,0.8,84,0.46,4.47,46.33
0,20130208,2000,0.4,85,0.47,4.48,136.18
0,20130208,2100,0.2,82,0.46,4.88,134.87
0,20130208,2200,0,82,0.47,4.99,105.75
0,20130208,2300,-0.4,81,0.46,5.32,72.79
0,20130209,0,-0.4,81,0.47,4.64,39.5
0,20130209,100,-0.6,82,0.46,4.59,43.1
0,20130209,200,-1.1,82,0.46,4.53,52.01
0,20130209,300,-1.8,82,0.46,5.27,41.69
0,20130209,400,-2.1,83,0.47,4.53,50.68
0,20130209,500,-2.4,83,0.46,4.59,103.33
0,20130209,600,-2.7,84,0.46,4.55,41.47
5.08,20130209,700,-3.1,85,0.46,5.35,1.08
126.63,20130209,800,-2.2,81,0.46,5.74,70.16
313.31,20130209,900,-0.4,74,0.46,5.79,137.58
483.46,20130209,1000,1.8,64,0.46,6.62,53.77
602.2,20130209,1100,4.7,54,0.46,6.47,138.72
657.77,20130209,1200,7.3,43,0.46,6.38,51.48
613.65,20130209,1300,9.2,35,0.46,5.98,79
551.86,20130209,1400,10.3,30,0.46,6.35,13.99
414.9,20130209,1500,10.8,24,0.46,6.14,9.27
160.01,20130209,1600,10.3,26,0.46,5.32,113.06
41.28,20130209,1700,9.3,30,0.46,3.79,111.65
0,20130209,1800,8.3,30,0.46,4.57,144.8
0,20130209,1900,7,35,0.46,4.62,122.4
0,20130209,2000,6.5,39,0.46,4.52,95.85
0,20130209,2100,5.6,41,0.46,4.54,83.39
0,20130209,2200,5.4,42,0.46,2.45,116.88
0,20130209,2300,5.5,44,0.46,4.68,88.69
0,20130210,0,5.7,47,0.46,4.79,15.96
0,20130210,100,7,45,0.45,4.54,122.49
0,20130210,200,8.2,41,0.45,4.25,147.4
0,20130210,300,8.1,40,0.45,4.87,17.25
0,20130210,400,8.5,39,0.45,3.63,109.34
0,20130210,500,8.4,41,0.45,4.9,136.06
0,20130210,600,7.9,45,0.45,4.78,24.22
3.37,20130210,700,7.9,46,0.45,5.69,50.8
50.51,20130210,800,8.4,45,0.45,5.85,70.64
108.5,20130210,900,8.8,45,0.45,5.76,55.19
311.08,20130210,1000,9.7,44,0.45,5.87,84.03
484.34,20130210,1100,11.5,43,0.45,5.65,152.55
318.28,20130210,1200,11.6,46,0.45,4.96,148.79
72.24,20130210,1300,10.3,58,0.45,4.98,78.58
34.4,20130210,1400,9.4,72,0.45,4.73,24.96
21.69,20130210,1500,8,84,0.46,4.41,75.14
1.98,20130210,1600,7.3,90,0.48,3.67,112.48
0,20130210,1700,7.2,93,0.48,4.47,96.32
0,20130210,1800,8,93,0.47,4.82,136.37
0,20130210,1900,9.1,90,0.49,4.49,62.36
0,20130210,2000,9.5,90,0.49,4.49,7.62
0,20130210,2100,10,90,0.48,4.35,138.31
0,20130210,2200,10.7,89,0.48,4.69,64.08
0,20130210,2300,11.1,90,0.48,4.74,28.57
0,20130211,0,11.2,91,0.48,5.31,12.04
0,20130211,100,11.3,93,0.48,5.29,58.7
0,20130211,200,11.1,94,0.49,4.47,67.8
0,20130211,300,11,94,0.48,4.53,100.65
0,20130211,400,11.1,95,0.49,4.43,146.21
0,20130211,500,11.5,95,0.49,4.95,118.46
0,20130211,600,11.9,92,0.49,5.11,49.98
2.74,20130211,700,11.5,88,0.49,5.71,99.27
45.77,20130211,800,10.9,85,0.49,5.36,62.92
106.33,20130211,900,10.7,80,0.5,5.39,146.91
118.07,20130211,1000,10.4,69,0.49,5.69,115.02
271.63,20130211,1100,10.5,67,0.49,5.92,121.46
228.45,20130211,1200,10.2,57,0.49,6.09,75.03
220.41,20130211,1300,9.6,43,0.49,6.23,145.58
234.48,20130211,1400,9.6,43,0.49,5.94,132.59
185.74,20130211,1500,9.1,43,0.49,5.56,81.82
174.64,20130211,1600,8.9,41,0.49,5.82,69.31
63.16,20130211,1700,8.1,43,0.49,4.44,90.29
0,20130211,1800,6.5,44,0.49,4.09,142.41
0,20130211,1900,4.2,59,0.49,4.01,56.21
0,20130211,2000,2.9,70,0.49,3.37,23.7
0,20130211,2100,3.9,62,0.48,4.74,148.4
0,20130211,2200,3.7,67,0.48,4.86,17.21
0,20130211,2300,4.6,55,0.48,4.42,141.65
0,20130212,0,4.5,55,0.48,4.6,5.72
0,20130212,100,3.4,66,0.48,4.18,141.83
0,20130212,200,2.1,76,0.48,4.99,100.65
0,20130212,300,2,77,0.48,3.28,41.58
0,20130212,400,1.2,79,0.48,4.63,58.82
0,20130212,500,1.8,73,0.48,4.5,78.29
0,20130212,600,1.9,70,0.47,5.19,139.49
7.58,20130212,700,1.5,73,0.48,5.68,96.18
